gene	avgTPM	avgFPKM
Mvd	6.96	11.825
Cyba	18.525	31.81
Itih3	0.055	0.095
Tmem110	5.915	10.19
Sfmbt1	1.38	2.33
Itih1	0.005	0.01
Ihh	0.115	0.19
Prkag3	0.025	0.04
Cryba2	0	0
Atp7b	0.885	1.525
Defb2	0	0
Slc4a1	0.04	0.07
Rundc3a	2.33	4.06
Slc4a3	2.6	4.51
Cdt1	24.78	42.375
Runx1t1	0.555	0.95
Snai3	1.3	2.255
Aprt	68.695	117.105
Gtf2h1	14.7	24.88
Hfe	0.27	0.46
Abhd1	2.92	5.02
Slc5a6	10.1	17.255
Tcf23	0.035	0.055
Nphs1	12.785	22.065
Aplp1	8.035	13.89
Qrich1	29.49	50.16
P4htm	3.325	5.71
Usp19	22.535	38.75
Pola1	8.16	13.88
Cdc42	32.13	54.025
Pknox1	3.61	6.19
D130043K22Rik	0.11	0.19
Gmnn	18.89	32.01
Acot13	3.45	5.84
Zfp184	1.23	2.09
Cyp27b1	0.12	0.205
Cdk4	119.53	203.045
B4galnt1	0.995	1.72
Mettl1	4.45	7.59
Tspan31	25	42.84
Kif5b	22.72	38.575
Saal1	3.56	6.08
Tph2	0.035	0.055
Krt23	0.035	0.055
Cnp	2.275	3.86
Ttc25	0.62	1.04
Sulf2	28.015	48.315
Sod2	9.185	15.7
Tmco6	5.04	8.695
Stambp	0.185	0.31
Ezh1	3.92	6.685
Hap1	5.81	10.02
P3h4	8.715	14.9
Ctnnb1	96.38	164.265
Eif1b	4.93	8.33
Klk4	0	0
Chrd	1.07	1.865
Psmd2	53.405	90.155
Syngr3	1.72	3.02
Vars	78	134.38
Vwa7	0.06	0.1
Hspa1l	0.095	0.165
Slc44a4	1.465	2.525
Msh5	0.635	1.085
Abhd16a	7.295	12.535
Neu1	7.04	12.16
Ddah2	10.3	17.68
Clic1	26.24	44.55
Lsm2	12.545	21.27
Pole	18.485	31.665
Atp1a2	0.08	0.145
Atp1a4	0.4	0.68
Casq1	0.45	0.765
Stx1a	2.46	4.245
Ceacam9	0.04	0.065
Zfp775	0.755	1.285
Scube2	0.155	0.265
Mrpl49	9.935	16.845
Dennd2c	7.195	12.35
Mark3	12.67	21.55
Gatad1	9.635	16.33
Pcdha11	0.015	0.025
2310003L06Rik	0.44	0.73
M6pr	66.265	113.29
Lrrc8a	6.5	11.17
Mc5r	0.27	0.46
Ppp2r1a	33.08	56.165
Fance	7.06	12.155
Tinf2	6.67	11.56
Tssk4	0.02	0.035
Hapln4	0.64	1.11
Dus3l	13.92	23.95
Gtpbp3	13.15	22.455
Tgfbr1	6.84	11.64
Homer1	4.635	7.905
Rad51c	1.835	3.1
Gabrb2	0.02	0.035
Cav1	6.26	10.455
Arpp19	36.47	61.3
Bcl2l1	6.69	11.31
Khsrp	14.41	24.485
Dio2	0.005	0.005
Ccdc124	21.93	37.005
Cct4	75.585	128.285
0610009B22Rik	6.57	11.05
Cpt1c	13.37	23.165
Twist2	0.44	0.74
Zfp655	6.245	10.62
Rhoa	24.52	41.345
Zmiz1	3.04	5.125
Ankrd26	3.105	5.285
Aldh16a1	22.075	37.66
Hnrnpa0	18.95	32.225
Prrg2	2.415	4.095
Hnrnph1	75.58	128.05
Ift43	2.51	4.26
Id3	22.21	37.435
Tcap	0.075	0.13
Arid1a	14.43	24.725
Crlf1	5.15	8.665
Ctsd	134.835	231.765
Rplp1	2064.185	3522.45
Cabs1	0.095	0.155
Hmgcll1	0.705	1.185
Ttc9b	0.29	0.495
Phox2a	0.17	0.29
Abhd8	2.34	3.99
Ift22	3.58	6.07
Fzd3	1.34	2.33
1700008O03Rik	0.685	1.14
Mid1ip1	4.51	7.76
Ap2s1	43.77	74.26
Fgfrl1	2.61	4.46
4930432K21Rik	1.03	1.755
Fhl2	4.275	7.14
Emc10	18.065	31.12
Clstn3	10.99	19.115
Fbxw9	14.02	24.235
Spib	0.15	0.26
Fnbp4	22.715	39.02
Cers4	6.465	11.135
Scrn3	1.88	3.155
Phax	10.165	17.16
Tle1	5.36	9.12
1700109H08Rik	0.615	1.045
Relt	3.785	6.48
Snrpb2	11.375	19.095
Ubc	194.56	334.015
Prpf31	27.115	45.94
Sertad1	4.165	6.99
Carhsp1	11.72	19.765
Elk3	1.825	3.085
Herpud2	1.74	2.93
Rdh13	5.54	9.45
Adam21	0.12	0.21
Nutf2	7.97	13.475
Fut1	0.24	0.42
Arpc5	16.885	28.47
Rnf151	0.135	0.23
Elavl2	4.05	6.94
Pou2f2	0.57	0.975
Mgst1	1.56	2.715
Nfib	1.815	3.085
Htr3b	0.005	0.005
Rab25	0.645	1.115
Ubqln4	25.275	43.375
Rbfox1	0.035	0.065
Rps18	1030.54	1766.83
Rpl10	486.225	826.75
Rps15a	441.205	750.475
Ncaph2	51.68	88.705
Hipk1	4.57	7.775
Gprc5b	1.835	3.19
Man1a2	16.105	27.73
Ceacam5	0.005	0.015
Tppp2	0	0
Acyp1	2.91	4.935
Cldn13	0.015	0.025
Cd163	0.02	0.035
Hdac5	9.435	16.31
Rala	5.835	9.835
Clec3a	0	0
Vdac3	22.79	38.375
Slc1a7	0.055	0.095
Vps72	7.48	12.74
Gabpa	21.12	35.985
Bmp7	0.385	0.66
Dynll1	145.4	246.045
Pdcl	7.435	12.68
Tmem184b	6.54	11.17
Gm5965	0	0
Rsph14	0.035	0.06
Nf2	12.75	21.845
Cabp7	0.65	1.14
Zmat5	5.885	9.945
Ewsr1	86.03	146.86
Ap1b1	8.645	14.675
Derl3	2.795	4.795
Gstt4	0.025	0.045
Tbx1	0.045	0.075
Gnat2	1.94	3.305
Bcl2l13	2.745	4.685
2610028H24Rik	0.07	0.12
Spatc1l	0.02	0.04
Dqx1	0.965	1.66
Ccl8	0	0
Lnpk	7.68	13.055
Prr29	0.015	0.025
Mymk	0.005	0.01
Fam163b	0.045	0.085
Trpm5	0.215	0.37
Ascl2	1.4	2.365
Rarres2	0.035	0.06
Pttg1ip	26.735	45.8
Trpm2	0.115	0.2
Ube2g2	5.855	9.875
Mpo	0	0
Lpo	0	0.01
Met	1.57	2.665
Slc16a12	0.03	0.055
Syn2	0.015	0.025
Elk1	1.76	3
Nav1	2.395	4.07
Tnpo1	29.47	50.01
Myod1	0.01	0.01
Otog	0.025	0.045
Rnmt	16.15	27.41
Kcnq1	0.07	0.115
Srp14	34.785	58.755
6330409D20Rik	0.01	0.02
Cdk9	15.14	25.845
Tor2a	20.94	36.14
Fpgs	15.185	26.1
Mkl2	1.905	3.235
Cbx5	46.55	78.89
Odam	0	0
Apobec3	8.69	14.78
St6galnac1	0	0
Taf7l	0.48	0.79
Sardh	0.165	0.28
Vav2	4.07	6.97
Tex15	1.45	2.44
Ppp2cb	8.23	13.855
G0s2	1.305	2.2
Dmap1	11.555	19.715
Pla2g12b	0.3	0.5
Mcu	2.76	4.715
Oit3	0.015	0.02
Tex11	1.09	1.83
Bcr	3.05	5.185
Fxyd5	2.2	3.7
Kcnd1	0.88	1.515
Tfcp2	1.32	2.24
Pou6f2	0.03	0.06
Pou6f1	0.66	1.115
Ubp1	11.765	20.155
Nuak2	1.635	2.785
Ick	1.155	1.965
Sdhb	28.465	48.51
Cox4i2	0.415	0.715
Snap47	11.485	19.42
Wnt3a	0.275	0.475
Kdsr	6.935	11.925
Vps4b	11.115	18.79
Rps25	261.98	445.34
Nxf2	0.065	0.11
Taz	8.64	14.885
Kif19a	0.225	0.38
Aldh3a2	4.15	7.025
Zmynd10	0.095	0.16
Tmem115	11.075	19.085
Hyal2	19.9	34.325
Ifrd2	14.7	25.24
Hyal1	3.27	5.655
Tusc2	2.98	5.085
Nprl2	5.44	9.355
Slc38a3	1.18	2.07
Cacna2d2	0.325	0.565
Rassf1	7.22	12.16
Epn3	0.265	0.435
Rnf112	0.2	0.335
Slc3a2	60.34	104.14
Nxf1	40.855	69.785
Stx5a	14.73	25.185
Slc47a1	6.765	11.545
Pifo	0.105	0.175
Tnfrsf13b	0.33	0.55
Spire2	2.32	3.995
Prox1	0.035	0.05
Raver1	7.905	13.435
2610507B11Rik	48.025	82.57
AI597479	2.65	4.485
Tmem86a	0.335	0.575
Optc	0.04	0.07
Tex14	2.37	4.03
Ifi35	1.525	2.565
Rdm1	18.915	32.415
Nedd8	44.91	77.215
Gosr1	3.61	6.05
Mrpl52	39.805	69
Spaca7	0	0
Kansl3	6.215	10.64
Eya4	0.1	0.165
Ebf3	0.02	0.035
Uckl1os	0.15	0.255
Myt1	0.01	0.02
Faf1	10.49	17.81
Gm266	0.155	0.27
Tsacc	2.735	4.59
Mettl16	13.725	23.2
Dazl	1.745	2.935
Apol7a	0.045	0.075
Pigyl	6.5	11.15
Rbm25	31.855	54.335
Psen2	3.955	6.845
Acaa1b	0.995	1.73
Plcd1	2.52	4.31
Fads1	11.455	19.715
Lmbr1	1.015	1.745
Tnfrsf22	3.325	5.72
Cars	28.865	49.84
Phlda2	38.97	67.91
Asz1	0.205	0.34
Wnt2	0.055	0.09
Gabra1	0.335	0.565
Grid2ip	0.075	0.125
Kdelr3	4.32	7.45
Cfap97d1	0.015	0.025
Apip	4.965	8.38
Pdhx	7.515	12.74
Vac14	6.7	11.465
Mcoln2	0.06	0.1
Slc5a1	0.935	1.61
1700049J03Rik	0.025	0.04
Akt1s1	11.29	19.34
Tbrg1	26.975	45.565
Panx3	0.02	0.035
Adssl1	0.45	0.77
Cfap161	0.05	0.08
Brf1	4.85	8.285
Vipr2	0.12	0.195
Odc1	102.26	173.505
Thg1l	5.23	8.88
Adam19	12.09	20.86
Pabpc4	44.045	74.82
Exoc3l2	0.305	0.505
Zfp296	6.715	11.47
Plin5	0.365	0.625
Sugp1	6.875	11.715
Dmrtc2	0.115	0.195
Gm5893	0.005	0.015
Dhdh	0.985	1.685
Zfp790	0.85	1.445
Cpb1	0.005	0.01
Slc25a41	0.08	0.14
Fsd1	5.45	9.395
Pinlyp	0.075	0.135
Fuz	3.29	5.635
Sptbn4	2.955	5.125
Pgam1	158.785	269.58
Evi5	8.76	15
Evi5l	1.165	1.995
Snapc2	2.5	4.225
Git1	10.44	17.91
Gltp	3.91	6.635
Bnip2	14.755	25.055
Ccnt1	13.19	22.365
Scarf2	1.455	2.47
4930579F01Rik	0	0
Brms1l	2.43	4.1
Med15	3.02	5.12
Dhdds	5.23	8.925
Crybg2	4.335	7.555
Ubxn11	3.71	6.415
Mogat1	0.02	0.035
Tex22	0.1	0.17
Wnt8a	1.865	3.12
Tjap1	3.35	5.695
Ehf	0.065	0.115
Nanog	24.55	41.405
Rpl15	267.725	454.98
Tmem167	6.965	11.805
Steap4	0.215	0.375
Mplkip	1.465	2.485
Kif11	10.995	18.635
Rpa3	11	18.59
Mlkl	0.225	0.385
Phox2b	0.01	0.015
Tnpo3	18.05	30.795
Ttll5	3.8	6.46
Zfp715	2.8	4.775
Retn	0.125	0.215
Acp4	0.075	0.13
Cdh23	0.54	0.92
Rps5	819.515	1406.695
Podnl1	0.37	0.64
Adgrl1	32.315	56.005
Amotl1	4.49	7.63
2200002J24Rik	0.385	0.64
Etv5	29.99	51.24
Tmem190	0.015	0.025
Gfod2	2.34	3.965
Enkd1	4.36	7.485
4933405L10Rik	0.025	0.04
Atp6v0d1	16.195	27.425
Ptprs	22.255	38.405
Slc41a1	4.125	7.07
Fer1l4	0.05	0.085
4931406B18Rik	0	0
Iglon5	0.285	0.48
Igf2bp1	75.395	127.305
B4galnt2	0.395	0.68
Zfp651	0.59	1.005
Nelfb	12	20.545
Card14	0.08	0.14
Tmem175	2.14	3.65
Bcas1	0.545	0.92
Tango2	2.15	3.67
4833413E03Rik	0.19	0.325
Aldh1a2	0.275	0.455
Ndufs2	45.17	77.335
Snx31	0.115	0.195
Atraid	12.005	20.56
Cad	39.75	68.63
Lypd8	0	0
Sh3bp5l	5.925	10.09
1810065E05Rik	0	0
Atad1	18.345	31.395
Pten	16.53	28.185
4933402N03Rik	0	0
Pea15a	3.805	6.405
Timm23	88.54	150.69
Tnfaip8l2	0.245	0.425
Trnt1	12.525	21.2
Ly6g6e	5.04	8.805
Ehmt2	28.24	48.365
Elof1	15.935	27.04
Med16	4.86	8.32
St3gal1	0.355	0.595
Tmem259	36.385	62.875
Rnf170	2.36	3.995
Clip3	1.065	1.81
Thap8	0.215	0.37
Myl2	0.13	0.21
Dedd	5.435	9.265
Mcemp1	0.065	0.105
Nit1	4.68	7.925
Pax5	0.04	0.07
Prdm15	3.2	5.49
Rnf168	5.545	9.505
Tctex1d2	1.98	3.37
Chp1	5.885	9.94
Sval2	0	0
Trpv4	0.5	0.875
Klhl3	0.245	0.42
Tvp23b	13.99	23.9
Dnajc7	38.665	65.195
Zfp385c	0.045	0.075
Cacybp	38.305	65
Cluap1	2.465	4.18
Zswim7	7.21	12.16
Pigl	5.095	8.65
Ndufa2	75.6	129.275
Pam16	26.285	44.78
Glis2	3.99	6.815
Cox6c	179.5	306.09
Bicc1	0.325	0.55
Ube2z	12.87	21.64
Gip	0.25	0.425
Tmem87b	4.83	8.29
Anapc1	20.54	35.115
Mertk	0.915	1.585
Tsg101	7.225	12.235
Hps5	3.82	6.545
Map3k4	5.78	9.86
Piezo1	49.68	85.77
Blk	0.025	0.045
Rnf166	2.815	4.83
Ankrd28	5.75	9.705
Ankrd52	2.405	4.095
Pkd2l2	0.08	0.14
Srp19	15.85	26.765
Tmbim7	0	0
Clec4f	0.02	0.035
Klra17	0	0
Wdfy2	2.535	4.38
Rbsn	3.095	5.26
Mrps25	16.475	27.9
Dguok	4.4	7.5
Camta1	2.265	3.885
Csf1	5.525	9.205
Strip1	10.795	18.525
Kif1a	1.995	3.38
Alx3	0.065	0.11
Slc25a11	19.9	33.785
Chrne	0.14	0.245
Cmc2	6.55	11.065
Chfr	4.675	7.9
Ceacam16	0.19	0.33
Hoxa2	0.045	0.075
Adam28	0	0.005
Ankrd53	0.025	0.04
Tex261	15.21	25.765
Fam120b	1.47	2.525
Tbp	7.86	13.35
Psmb1	57.67	97.765
Pdcd2	14.955	25.35
Dll1	5.67	9.93
Nol3	0.22	0.375
Fhod1	2.27	3.9
Plekhg4	0.645	1.1
Slc9a5	1.06	1.835
Elmo3	0.57	0.98
Stc1	0.07	0.125
4931428F04Rik	0.79	1.34
Tppp3	3.615	6.16
Msh3	6.9	11.76
Adamts13	0.005	0.015
Tmem208	26.995	46.105
E2f4	13.29	22.62
Surf4	59.41	101.665
Surf2	7.2	12.31
Dnajb9	2.77	4.69
Naf1	2.69	4.58
Yes1	15.9	27.145
Ppp1cb	10.99	18.555
Gorasp2	10.21	17.22
Tsen15	9.565	16.12
Oc90	0.275	0.46
Efr3a	14.69	25.165
Trappc2l	13.635	23.11
Acsf3	2.11	3.605
Ddx19a	7.395	12.575
Galns	1.895	3.225
Gata2	0.46	0.77
C8g	0.685	1.195
Entpd2	0.31	0.55
Rabl6	11.125	19.12
Ptgds	0.23	0.4
Edf1	34.285	58.115
Clic3	0.2	0.33
Npdc1	7.22	12.45
Fbxw5	6.1	10.475
Slc25a13	8.88	14.975
Ube2i	94.4	160.705
Tsr3	7.14	12.155
Unkl	2.92	4.96
Lrrk1	1.125	1.885
Aldh1a3	2.565	4.365
Actn1	48.685	82.765
Sirt2	2.68	4.54
Hnrnpl	103.47	177.025
Nolc1	16.97	28.83
Casd1	2.635	4.525
Cnksr3	1.055	1.785
Mtmr1	1.045	1.755
Hmgb3	4.415	7.465
Map2	0.67	1.165
Cyp2j9	0.3	0.515
Nipsnap3a	0.01	0.02
Abca1	3.93	6.77
Nipsnap3b	5.335	9.055
Lage3	14.44	24.565
Ubl4a	3.865	6.585
Gdi1	12.975	22.345
Sash1	2.545	4.36
Gadd45b	5.81	9.835
Slamf6	0.04	0.06
Slamf1	0.135	0.235
Zdhhc12	35.02	60.34
Endog	4.01	6.845
Cybb	0.38	0.63
Golga7	10.62	17.995
Xk	0.495	0.85
Pcolce2	8.36	14.42
Cd48	0.025	0.045
Clpx	4.51	7.62
Trabd	5.96	10.095
Mov10l1	6.535	11.065
Dennd6b	1.89	3.26
Cd83	0.125	0.215
Cltrn	0	0
Ace2	0.01	0.015
Gzmb	0	0
Gzmf	0	0
Gzmn	0.025	0.045
C4a	1.14	1.98
Ager	0.515	0.88
Atf6b	14.81	25.525
Egfl8	0.315	0.54
Notch4	3.92	6.775
Ppt2	4.24	7.35
Prrt1	0.03	0.055
Rnf5	4.715	8.03
Fam163a	0.02	0.03
Cacfd1	2.23	3.78
Hivep2	0.4	0.665
2310057J18Rik	0.015	0.02
Arnt	5.795	9.905
Itga2	0.045	0.08
Mocs2	5.025	8.48
Nat9	3.85	6.54
Lpl	2.21	3.71
Atp6v0e	59.29	101.45
Nkx2-5	0.455	0.755
Zfp318	2.82	4.83
Ttbk1	0.135	0.225
Srf	6.42	10.99
Gata3	0.3	0.5
Gata5	0.015	0.03
Lama5	86.765	149.62
Steap1	9.445	16.08
Steap2	6.825	11.685
Hspa8	929.21	1576.745
Serac1	2.305	3.97
Awat1	0	0
Pdzd11	6.57	11.05
Psma2	69.89	117.865
Mrpl32	11.345	19.1
Setdb1	12.165	20.695
Anxa9	0.175	0.3
Arnt2	0.4	0.68
Prune1	5.895	10.08
Cers2	20.515	35.065
Nlrp5	0.005	0.01
Capza2	14.025	23.57
Plekho1	3.535	5.955
Vps45	2.365	4.005
Prpf3	10.845	18.495
Anp32e	10.875	18.395
Aph1a	15.355	26.385
Tab2	10.14	17.295
Ppil4	7.515	12.735
Cnih1	11.08	19.06
Eps8	3.65	6.165
Med22	7.535	12.775
Abo	0.415	0.71
Surf1	10.86	18.545
Med28	27.725	47.14
Qdpr	7.81	13.265
Gnrh1	0.125	0.22
Tnr	0.01	0.02
Sqstm1	39.795	67.055
Nfe2l2	5.19	8.77
Rxrg	0.135	0.24
Rxra	4.775	8.125
Adamtsl4	0.69	1.2
Fcrls	0	0
Cd5l	0.01	0.01
Prpsap1	23.84	40.445
Fam184b	0.08	0.14
Ncapg	12.315	20.885
Lcorl	2.125	3.64
Lta4h	9.735	16.47
Amdhd1	0.065	0.11
Dstn	71.385	120.605
H2afy	16.555	28.46
Gtf2ird2	0.41	0.69
Bola1	15.745	26.79
Castor2	0.37	0.625
Fcgr1	0.005	0.005
Ncf1	0.12	0.2
Wnt11	0.625	1.055
Adss	17.31	29.205
1700016C15Rik	0.04	0.075
Il17rb	0.085	0.15
Cacna1d	0.04	0.065
Chdh	0.05	0.085
Actr8	6.69	11.355
Lrrc27	1.53	2.59
Stk32c	0.155	0.265
Fnta	13.855	23.3
Skiv2l2	12.33	20.89
Lbp	0.055	0.09
Celsr1	4.795	8.395
Fli1	0.06	0.105
Stard13	1.155	1.945
Tenm1	0.335	0.58
Camk1g	0.01	0.02
Diexf	5.795	9.9
Hsd11b1	0.025	0.045
Syt14	2.49	4.295
H2-M3	1.055	1.825
Lonrf3	1.315	2.22
Atp5e	8.595	14.71
Nelfcd	15.04	25.83
Tubb1	0.025	0.045
Ctsz	55.02	94.875
Prelid3b	13.19	22.385
Sertad4	0.305	0.515
H2-M2	0.05	0.085
Ube2a	5.56	9.41
Slc25a5	123.545	210.185
Atp1b4	0	0
Ppdpf	14.655	24.94
Kcnq2	1.675	2.92
Eef1a2	0.185	0.315
Col20a1	0.22	0.37
Pls3	4.425	7.38
Mpped2	0.875	1.505
Nkap	2.055	3.48
Ndufa1	78.27	133.765
Wt1	1.095	1.86
E2f3	3.365	5.75
Cr1l	15.115	25.8
Ppfibp1	6.66	11.265
Cd46	0.055	0.09
Cd34	1.88	3.22
Plgrkt	3.095	5.26
Cd274	0.13	0.215
Pdcd1lg2	0.02	0.03
Gtf3a	15.525	26.39
Mtif3	3.785	6.435
Lnx2	2.14	3.625
Il19	0.04	0.07
Dyrk3	4.325	7.405
Mapkapk2	7.075	11.96
Il10	0.255	0.425
Lamp2	7.15	12.195
Atxn10	24.74	41.58
Foxred2	5.72	9.86
Eif3d	67.08	113.645
H3f3b	140.115	236.39
Nup50	9.51	16.04
Phf21b	2.03	3.5
Nlrp14	0.24	0.42
Ift27	2.26	3.85
Pacsin2	9.8	16.495
Cmah	0.025	0.045
Ttll12	9.515	16.075
Bik	0.685	1.185
Scube1	0.255	0.435
Tox4	5.825	9.975
Mrps18c	13.57	22.95
Sulf1	13.995	24.05
Srsf6	42.695	72.92
Plcg1	16.145	27.88
Kctd2	3.5	6.015
Tmprss6	0.08	0.145
Kctd5	7.225	12.235
Pom121l2	0.06	0.105
Etaa1	4.4	7.51
Matn4	0.435	0.73
Svs4	0	0
Svs6	0	0
Slpi	0.02	0.035
Svs3a	0	0
Svs5	0.03	0.05
Rbpjl	0.005	0.01
Sdc4	30.66	52.77
Ccdc70	0	0
Il13ra1	1.25	2.14
Prl5a1	0	0
Nbr1	20.695	35.33
Cyth1	1.105	1.865
Rnd3	4.825	8.105
Brca1	12.665	21.59
Gast	0.455	0.785
Cntnap1	0.075	0.135
Nt5c3b	5.915	10.085
Coa3	27.74	46.94
Zpbp2	0.09	0.155
Gsdma	0.065	0.105
Med24	13.475	23.18
Gsdma2	0	0
Psmd3	83.24	141.61
Exosc10	16.145	27.52
Glod4	14.38	24.43
Vps53	3.59	6.045
Taok1	11.685	19.81
Dnttip1	3.175	5.425
Tnnc2	0.34	0.58
Acot8	12.29	21.06
Cd300lg	0.005	0.005
Spint4	0.01	0.02
Pyy	0.26	0.455
Mpp2	0.22	0.375
Ppy	0.02	0.035
Vtn	0.045	0.075
Nlk	4.775	8.12
Traf4	16.425	27.965
Aldoc	1.54	2.67
Stac2	0.605	1.045
Rpl19	672.41	1146.33
Nek8	4.205	7.265
Cacnb4	0.07	0.125
Plxdc1	0.695	1.21
Arl5b	7.9	13.485
Zfp207	41.145	69.885
Psmd11	19.61	33.105
C1qtnf1	0.09	0.155
Pipox	6.45	11.06
Timp2	8.965	14.985
Zc3h18	18.55	31.61
Top2b	4.37	7.34
Rarb	0.16	0.27
Igfbp4	8.125	13.75
Cdc6	9.245	15.585
Suz12	16.32	27.475
Atad5	4.395	7.45
Crlf3	12.27	20.89
Krt27	0.015	0.025
Tns4	0.25	0.425
Tnfaip1	5	8.43
Abr	6.625	11.35
Rab11fip4	2.915	4.975
Cd40	1.565	2.69
Slc35c2	9.265	15.88
Zfp334	1.18	1.99
Elmo2	4.43	7.555
Wsb1	14.025	23.705
Ttpal	1.46	2.46
Rhot1	7.11	12.035
Hnf4g	0	0
Rhbdl3	0.35	0.605
Ada	2.64	4.475
Serinc3	12.815	21.875
Tha1	0.425	0.75
Pgs1	20.645	35.25
Birc5	31.3	52.985
Afmid	0.45	0.77
Trp53tg5	0.05	0.09
Pigt	16.34	28.225
Wfdc2	10.215	17.575
Etv4	17.365	29.55
Eppin	0	0
Dbndd2	0.785	1.32
Mmp9	1.375	2.325
Slc12a5	0.4	0.68
Ghdc	4.45	7.685
Pltp	17.7	30.73
Slc12a7	13.1	22.54
Ctsa	33.475	58.1
Zswim1	4.725	8.075
Slc12a4	21.025	36.43
Spata25	0.22	0.375
Myo1c	13.365	22.785
Crk	15.045	25.625
Cox7c	276.865	472.855
Pitpna	7.88	13.345
Mlx	8.61	14.53
Retreg3	13.3	22.725
Jph2	1.18	1.97
Dhx58	0.635	1.1
Rab5a	8.02	13.51
Hspb9	0.21	0.37
Nkiras2	6.475	10.99
Ppp2r5c	6.16	10.56
Ift52	3.51	6
Mybl2	75.045	128.81
Sgk2	0.515	0.885
Eya2	0.065	0.105
Prl3c1	0	0
B4galt5	11.965	20.55
Gdap1l1	0.46	0.8
Hnf4a	0.26	0.435
Ptgis	4.14	7.125
Cadps2	0.095	0.16
Ddx27	27.895	47.505
Cyth3	1.95	3.3
Cyth4	0.33	0.565
Rac3	5.71	9.865
Rrp7a	23.66	40.21
Cyb5r3	17.245	29.3
Ints2	19.365	32.92
Med13l	8.44	14.425
Hist1h2bc	179.44	302.735
Baiap2l2	0.07	0.12
Mafk	3.92	6.655
Med1	5.65	9.585
Erbb3	5.795	9.93
Stard3	10.435	17.975
Ikzf3	0.09	0.145
Mfng	1.965	3.39
Vmp1	20.73	35.095
Uchl5	10.89	18.41
Glrx2	7.655	13.055
Trove2	3.67	6.255
Stk4	11.65	19.8
Wfdc15b	0	0
Pmp22	17.615	29.37
Gdf9	0.075	0.12
Zcchc10	2.295	3.87
Prl8a2	0	0
Tbx5	0.01	0.01
Psmb6	118.675	201.37
Spag7	15.27	25.97
Pfn1	130.18	219.56
Tomm34	8.675	14.78
Ywhab	12.13	20.475
Ksr1	1.62	2.745
Gpx3	2.645	4.525
Anxa6	26	44.285
Il12rb2	0.145	0.245
Zkscan6	1.375	2.355
Kpna2	49.94	84.79
Smurf2	4.99	8.45
Cep95	3.15	5.36
Vezf1	2.75	4.675
Cuedc1	1.78	3.03
Srsf1	86.85	147.44
Abi3	0.335	0.58
Shroom1	0.26	0.43
Kif3a	2.35	3.995
Sept8	3.535	5.995
Mtmr4	5.865	9.975
Mrm1	2.035	3.475
Mapt	2.015	3.425
Kansl1	8.01	13.615
Gid4	4.165	7.1
Myo1b	5.025	8.54
Dhx40	4.895	8.33
Ypel2	0.735	1.255
Akap1	47.325	81.39
Nol11	17.42	29.575
Derl2	10.64	18.085
C1qbp	24.12	40.785
Rpain	14.26	24.435
6330403K07Rik	0.705	1.19
Slc13a3	0.04	0.065
Kcnab3	0.405	0.69
Chd3	5.235	8.875
Kdm6b	1.8	3.06
1700125H20Rik	0.015	0.02
Appbp2	6.575	11.08
Wnt9b	0.02	0.035
Adora2b	2.085	3.6
Ncor1	40.57	69.39
Trpv2	2.455	4.225
Cenpv	13.655	23.33
Pcgf2	5.275	9.065
Cwc25	3.485	5.905
1700001P01Rik	0.48	0.82
Pip4k2b	6.165	10.465
Trim37	8.66	14.755
Ybx2	1.03	1.775
Ctdnep1	7.965	13.5
Elp5	17.625	29.96
Slc2a4	0.705	1.215
Gabarap	13.32	22.61
Cldn7	6.035	10.425
2810408A11Rik	0.915	1.575
Phf23	15.495	26.27
Acadvl	9.06	15.285
Dnah11	0.09	0.155
G3bp1	38.605	65.755
Atox1	82.01	140.135
Glra2	0.02	0.03
Sparc	101.465	172.75
Glra4	0.01	0.015
Mief2	6.645	11.46
Tbx3	8.02	13.5
Mmp20	0.035	0.055
Mmp7	0	0
Crhr1	0.02	0.03
Dusp14	4.1	6.88
Tada2a	8.015	13.64
Ikzf1	0.11	0.19
Tcaf3	0	0
Pnpo	5.44	9.315
Cog1	3.995	6.81
Cbx1	28.45	48.125
Cdk5rap3	23.285	40.11
Copz2	0.88	1.475
Slc25a39	35.53	60.755
Sp2	1.065	1.81
Aatf	10.21	17.255
Lhx1	0.02	0.03
Dync1h1	115.775	199.885
Cpsf4l	5.63	9.74
Pex12	1.81	3.035
Ndel1	7.09	11.95
Slc25a35	0.63	1.08
Zbtb4	0.5	0.86
Tnfsfm13	3.65	6.275
Mpdu1	66.23	113.62
Fxr2	32.345	55.035
Atp5g3	79.205	133.725
Cd68	5.72	9.835
Slc35g3	0.065	0.11
Acsl1	3.82	6.565
Abca5	0.74	1.24
Smyd4	5.77	9.835
Lsp1	1.93	3.195
Zfyve27	13.155	22.735
Avpi1	20.975	35.755
Sfrp5	1.39	2.38
Myh11	0.115	0.19
Rad51d	1.96	3.32
Fndc8	0.02	0.035
Unc45b	0.615	1.055
Pank3	4.92	8.31
Rars	28.165	47.55
Wwc1	7.245	12.425
Mrpl58	18.3	31.085
Fdxr	3.425	5.92
Otop3	0	0
Sult4a1	5.78	9.84
Pnpla5	0.02	0.03
Mrpl45	14.18	23.955
Mb	0.045	0.075
Irf1	7.19	12.365
Slc22a5	1.82	3.115
P4ha2	12.875	22.095
Alox12e	0.045	0.075
Arrb1	2.695	4.64
Il3	0.015	0.025
Csf2	0	0
